EaseOfUse	Gender	Age	DatePosted	Satisfaction	Reason	Supplement	NReviews	Effectiveness
4	Male	35-44	4/2/2011	4	High blood pressure	L-ARGININE	120	4
5	Male	65-74	2/24/2011	1	Angina	L-ARGININE	120	1
1	Female	55-64	2/3/2011	1	Hypertension	L-ARGININE	120	1
5	Male	45-54	1/1/2011	5	General Health & Wellness	L-ARGININE	120	5
5	Male	45-54	11/29/2010	5	Hypertension	L-ARGININE	120	5
1	Male	25-34	10/31/2010	1	General Health & Wellness	L-ARGININE	120	1
5	Male	35-44	10/17/2010	5	Erectile dysfunction (ED)	L-ARGININE	120	5
5	Male	65-74	7/11/2010	4	Angina	L-ARGININE	120	3
5	Male	55-64	6/21/2010	3	General Health & Wellness	L-ARGININE	120	4
5	Male	55-64	5/5/2010	5	Erectile dysfunction (ED)	L-ARGININE	120	4
5	Male	45-54	5/3/2010	5	Erectile dysfunction (ED)	L-ARGININE	120	5
4	Male	55-64	4/28/2010	5	Erectile dysfunction (ED)	L-ARGININE	120	4
5	Male	19-24	5/24/2018	4	ADHD	L-CARNITINE	56	4
3	Female	45-54	11/24/2017	3	General Health & Wellness	L-CARNITINE	56	3
4	Female	45-54	8/31/2017	4	Weight loss	L-CARNITINE	56	3
5	Female	55-64	4/14/2017	5	Cholesterol	L-CARNITINE	56	4
5	Male	35-44	11/26/2015	4	Obesity	L-CARNITINE	56	4
5	Male	35-44	9/8/2015	5	Weight loss	L-CARNITINE	56	4
5	Female	55-64	5/21/2015	5	Thyroid conditions	L-CARNITINE	56	4
1	Female	45-54	1/29/2015	3	Cancer diagnosis	L-CARNITINE	56	3
5	Female	25-34	1/27/2015	1	Fatigue	L-CARNITINE	56	1
4	Male	65-74	12/28/2014	4	Age-related fatigue	L-CARNITINE	56	4
5	Male	55-64	12/1/2014	5	Diabetes	L-CARNITINE	56	5
5	Male	65-74	11/27/2014	5	Age-related fatigue	L-CARNITINE	56	5
5	Male	35-44	11/8/2014	5	Infertility	L-CARNITINE	56	5
5	Male	45-54	10/31/2014	4	Fatigue	L-CARNITINE	56	4
4	Female	65-74	9/16/2014	3	Other	L-CARNITINE	56	3
5	Male	55-64	8/12/2014	5	Fatigue	L-CARNITINE	56	5
4	Female	35-44	7/20/2014	5	Other	L-CARNITINE	56	4
5	Female	45-54	6/16/2014	5	Hepatitis-related fatigue	L-CARNITINE	56	4
5	Female	45-54	5/22/2014	5	MS	L-CARNITINE	56	5
5	Male	25-34	1/30/2014	4	"Attention deficit-hyperactivit...
							"	L-CARNITINE	56	4
2	Male	25-34	12/5/2013	3	Athletic performance	L-CARNITINE	56	5
1	Male	35-44	11/14/2013	1	Other	L-CARNITINE	56	1
4	Female	25-34	10/27/2013	1	Hyperthyroidism	L-CARNITINE	56	2
1	Male	19-24	10/12/2013	1	Attention	L-CARNITINE	56	1
2	Male	35-44	9/29/2013	2	General Health & Wellness	L-CARNITINE	56	2
3	Male	45-54	9/26/2013	5	Fatigue	L-CARNITINE	56	4
5	Female	55-64	8/26/2013	5	Athletic conditioning	L-CARNITINE	56	5
3	Female	45-54	8/9/2013	4	General Health & Wellness	L-CARNITINE	56	3
3	Female	55-64	5/31/2013	1	Age-related fatigue	L-CARNITINE	56	1
5	Female	GRAN-E	5/29/2013	5	Peripheral vascular disease	L-CARNITINE	56	3
4	Female	45-54	3/4/2013	1	L-carnitine deficiency	L-CARNITINE	56	1
5	Male	35-44	12/8/2012	5	ADHD	L-CARNITINE	56	5
5	Female	35-44	10/31/2012	5	"Multiple sclerosis-related fat...
							"	L-CARNITINE	56	5
5	Male	19-24	7/26/2012	4	Hyperthyroidism	L-CARNITINE	56	5
2	Male	25-34	7/19/2012	1	Athletic performance	L-CARNITINE	56	1
5	Female	35-44	7/4/2012	2	L-carnitine deficiency	L-CARNITINE	56	2
4	Female	45-54	6/18/2012	5	"Valproic acid-induced toxiciti...
							"	L-CARNITINE	56	5
5	Female	35-44	5/16/2012	5	L-carnitine deficiency	L-CARNITINE	56	5
5	Male	35-44	4/2/2012	4	Infertility	L-CARNITINE	56	4
5	Female	l-canatine	10/31/2011	5	Fatigue	L-CARNITINE	56	5
4	Female	25-34	9/28/2011	4	L-carnitine deficiency	L-CARNITINE	56	4
4	Male	25-34	7/17/2011	4	General Health & Wellness	L-CARNITINE	56	4
4	Female	45-54	5/12/2011	4	General Health & Wellness	L-CARNITINE	56	4
4	Female	35-44	12/30/2010	1	General Health & Wellness	L-CARNITINE	56	1
3	Male	25-34	3/16/2010	4	ADHD	L-CARNITINE	56	3
3	Male	25-34	3/15/2010	4	ADHD	L-CARNITINE	56	3
3	Female	25-34	7/21/2009	3	Other	L-CARNITINE	56	2
3	Male	55-64	5/30/2008	4	Other	L-CARNITINE	56	3
5	Male	55-64	4/29/2018	5	Other	LECITHIN	53	5
4	Female	65-74	4/15/2018	1	General Health & Wellness	LECITHIN	53	1
4	Male	65-74	9/18/2017	2	Age-related memory impairment	LECITHIN	53	3
5	Male	65-74	8/12/2017	5	General Health & Wellness	LECITHIN	53	5
5	Male	35-44	12/1/2016	5	Other	LECITHIN	53	5
5	Male	55-64	5/27/2016	5	Other	LECITHIN	53	5
5	Male	45-54	12/3/2015	4	General Health & Wellness	LECITHIN	53	4
5	Male	45-54	9/19/2015	5	Memory	LECITHIN	53	4
5	Female	65-74	9/5/2015	5	General Health & Wellness	LECITHIN	53	5
5	Female	65-74	5/31/2015	5	Cholesterol	LECITHIN	53	4
5	Female	65-74	5/29/2015	5	Other	LECITHIN	53	5
5	Male	35-44	2/28/2015	5	Other	LECITHIN	53	3
4	Female	65-74	2/10/2015	4	Memory	LECITHIN	53	4
5	Female	LECITHIN-E	12/11/2014	5	General Health & Wellness	LECITHIN	53	5
5	Male	55-64	11/1/2014	5	Memory	LECITHIN	53	5
5	Female	55-64	6/5/2014	5	Age-related memory impairment	LECITHIN	53	5
5	Female	65-74	5/29/2014	5	Other	LECITHIN	53	5
5	Male	55-64	4/29/2014	5	Cholesterol	LECITHIN	53	5
5	Female	45-54	3/27/2014	5	Gallstones	LECITHIN	53	5
5	Female	55-64	3/18/2014	5	Other	LECITHIN	53	5
5	Female	25-34	3/3/2014	5	Other	LECITHIN	53	5
5	Female	65-74	1/16/2014	4	Cholesterol	LECITHIN	53	4
1	Female	13-18	12/3/2013	1	General Health & Wellness	LECITHIN	53	1
5	Female	65-74	8/18/2013	3	General Health & Wellness	LECITHIN	53	3
4	Female	65-74	6/25/2013	4	General Health & Wellness	LECITHIN	53	4
5	Female	25-34	2/17/2013	5	Mania	LECITHIN	53	5
5	Female	65-74	2/13/2013	5	Gallbladder disease	LECITHIN	53	5
4	Female	35-44	1/28/2013	3	General Health & Wellness	LECITHIN	53	4
5	Female	65-74	1/15/2013	5	Cholesterol	LECITHIN	53	4
5	Female	schiff-lecitin,	1/9/2013	4	Cholesterol	LECITHIN	53	5
5	Female	65-74	10/12/2012	3	Cholesterol	LECITHIN	53	2
5	Female	35-44	9/14/2012	4	Other	LECITHIN	53	4
5	Male	65-74	5/6/2012	5	Cholesterol	LECITHIN	53	5
4	Male	45-54	4/27/2012	4	Athletic conditioning	LECITHIN	53	4
5	Female	45-54	3/17/2012	1	Other	LECITHIN	53	1
5	Male	65-74	8/21/2011	5	Hyperlipidemia	LECITHIN	53	5
3	Male	25-34	2/1/2011	4	Alzheimer's disease	LECITHIN	53	3
3	Male	25-34	2/1/2011	4	Alzheimer's disease	LECITHIN	53	3
3	Male	25-34	2/1/2011	4	Alzheimer's disease	LECITHIN	53	3
5	Female	45-54	11/13/2010	1	General Health & Wellness	LECITHIN	53	1
5	Female	55-64	7/13/2010	5	General Health & Wellness	LECITHIN	53	5
1	Female	45-54	6/17/2010	1	Other	LECITHIN	53	1
5	Male	25-34	8/12/2017	5	Anxiety	LEMON BALM	48	5
2	Female	55-64	7/17/2017	1	Anxiety	LEMON BALM	48	1
5	Female	35-44	7/10/2017	5	Insomnia	LEMON BALM	48	5
3	Female	65-74	10/29/2015	3	Sleep	LEMON BALM	48	3
5	Female	55-64	10/7/2015	4	Anxiety	LEMON BALM	48	5
5	Female	35-44	8/7/2015	5	Herpes simplex	LEMON BALM	48	5
5	Female	45-54	7/13/2015	5	Insomnia	LEMON BALM	48	5
5	Female	45-54	4/14/2015	5	Insomnia	LEMON BALM	48	5
5	Female	45-54	3/18/2015	5	"Herpes simplex virus type 2 (H...
							"	LEMON BALM	48	5
5	Female	55-64	2/16/2015	5	Anxiety	LEMON BALM	48	5
5	Female	35-44	1/29/2015	5	Anxiety	LEMON BALM	48	5
5	Female	65-74	12/29/2014	5	Anxiety	LEMON BALM	48	5
5	Female	35-44	9/3/2014	5	Anxiety	LEMON BALM	48	5
5	Female	25-34	7/25/2014	4	Anxiety	LEMON BALM	48	5
5	Female	45-54	5/13/2014	5	Herpes simplex	LEMON BALM	48	5
1	Female	45-54	2/8/2014	1	Colic	LEMON BALM	48	1
5	Female	45-54	1/24/2014	5	Other	LEMON BALM	48	5
4	Female	35-44	12/26/2013	1	Dyspepsia	LEMON BALM	48	1
5	Female	25-34	11/21/2013	5	Cold sores	LEMON BALM	48	5
5	Female	35-44	8/9/2013	5	Sleep	LEMON BALM	48	4
3	Female	55-64	7/31/2013	1	Insomnia	LEMON BALM	48	1
5	Male	45-54	7/16/2013	5	Other	LEMON BALM	48	5
4	Female	19-24	6/8/2013	5	Other	LEMON BALM	48	5
4	Female	19-24	6/6/2013	5	Other	LEMON BALM	48	5
5	Female	45-54	3/3/2013	5	Cold sores	LEMON BALM	48	5
5	Female	45-54	1/8/2013	5	General Health & Wellness	LEMON BALM	48	5
3	Male	45-54	11/10/2012	3	Sleep	LEMON BALM	48	3
5	Female	35-44	11/8/2012	5	Other	LEMON BALM	48	5
5	Female	55-64	8/28/2011	4	Sleep	LEMON BALM	48	3
5	Female	45-54	6/8/2011	5	Insomnia	LEMON BALM	48	5
5	Female	45-54	8/6/2010	4	Herpes simplex virus (HSV)	LEMON BALM	48	4
3	Male	25-34	3/16/2010	4	Alzheimer's disease	LEMON BALM	48	3
3	Male	25-34	3/12/2010	4	Alzheimer's disease	LEMON BALM	48	3
5	Male	35-44	9/11/2009	5	Herpes simplex	LEMON BALM	48	5
5	Female	45-54	10/4/2015	5	Other	LICORICE	16	5
5	Female	25-34	9/6/2015	5	Muscle cramps	LICORICE	16	4
5	Male	45-54	8/1/2015	4	GERD	LICORICE	16	4
4	Female	45-54	2/5/2015	4	"Gastroesophageal reflux diseas...
							"	LICORICE	16	4
5	Male	55-64	8/25/2014	4	GERD	LICORICE	16	4
4	Female	65-74	3/28/2014	4	Other	LICORICE	16	4
5	Male	65-74	3/23/2014	5	"Gastroesophageal reflux diseas...
							"	LICORICE	16	5
4	Male	45-54	6/11/2012	4	Other	LICORICE	16	4
1	Male	55-64	11/19/2010	1	"Gastroesophageal reflux diseas...
							"	LICORICE	16	1
3	Male	25-34	3/15/2010	4	Atopic dermatitis (eczema)	LICORICE	16	3
3	Male	25-34	3/12/2010	4	Atopic dermatitis (eczema)	LICORICE	16	3
4	Male	55-64	12/11/2018	5	Macular degeneration	LUTEIN	61	5
4	Male	55-64	5/10/2018	4	Diabetes	LUTEIN	61	4
3	Male	19-24	1/2/2018	5	Other	LUTEIN	61	5
4	Female	65-74	9/19/2017	1	"Age-related macular degenerati...
							"	LUTEIN	61	1
1	Female	65-74	8/23/2017	1	Macular degeneration	LUTEIN	61	1
1	Female	65-74	8/22/2016	1	"Age-related macular degenerati...
							"	LUTEIN	61	3
1	Male	areds-2,	12/1/2015	1	"Age-related macular degenerati...
							"	LUTEIN	61	1
4	Female	55-64	9/9/2015	1	Diabetes	LUTEIN	61	1
4	Female	65-74	6/16/2015	1	Cataracts	LUTEIN	61	1
5	Male	55-64	3/12/2015	5	Other	LUTEIN	61	4
5	Male	35-44	10/22/2014	5	General Health & Wellness	LUTEIN	61	5
5	Male	35-44	10/22/2014	5	Other	LUTEIN	61	5
5	Female	55-64	9/27/2014	4	General Health & Wellness	LUTEIN	61	4
4	Male	65-74	8/15/2014	1	Diabetes	LUTEIN	61	1
1	Female	55-64	7/27/2014	2	"Age-related macular degenerati...
							"	LUTEIN	61	3
5	Male	55-64	3/29/2014	4	Cataracts	LUTEIN	61	4
4	Male	65-74	1/8/2014	2	"Age-related macular degenerati...
							"	LUTEIN	61	2
1	Female	55-64	12/3/2013	1	General Health & Wellness	LUTEIN	61	1
1	Female	55-64	12/3/2013	1	General Health & Wellness	LUTEIN	61	1
1	Female	65-74	11/27/2013	1	"Age-related macular degenerati...
							"	LUTEIN	61	1
5	Female	55-64	10/21/2013	1	Other	LUTEIN	61	1
5	Female	55-64	9/25/2013	4	Other	LUTEIN	61	5
5	Female	55-64	9/16/2013	5	Other	LUTEIN	61	4
4	Male	55-64	9/2/2013	3	Macular degeneration	LUTEIN	61	1
5	Female	55-64	8/6/2013	1	"Age-related macular degenerati...
							"	LUTEIN	61	5
5	Female	55-64	7/7/2013	5	"Age-related macular degenerati...
							"	LUTEIN	61	5
4	Female	55-64	3/23/2013	2	Macular degeneration	LUTEIN	61	3
5	Female	65-74	2/10/2013	5	Macular degeneration	LUTEIN	61	5
5	Female	55-64	1/6/2013	1	Retinitis pigmentosa	LUTEIN	61	3
5	Female	45-54	10/31/2012	5	Other	LUTEIN	61	5
3	Male	25-34	10/16/2012	3	Macular degeneration	LUTEIN	61	3
5	Female	45-54	11/6/2011	5	Other	LUTEIN	61	5
4	Female	65-74	9/20/2011	4	"Age-related macular degenerati...
							"	LUTEIN	61	3
5	Male	35-44	2/8/2011	5	Macular degeneration	LUTEIN	61	5
5	Male	35-44	2/8/2011	5	AMD	LUTEIN	61	5
1	Female	65-74	1/9/2011	1	Macular degeneration	LUTEIN	61	1
4	Female	55-64	12/7/2010	1	AMD	LUTEIN	61	2
4	Female	65-74	7/30/2010	4	Macular degeneration	LUTEIN	61	4
3	Male	25-34	3/12/2010	4	"Age-related macular degenerati...
							"	LUTEIN	61	3
5	Female	65-74	6/27/2009	5	Other	LUTEIN	61	5
5	Female	65-74	6/27/2009	5	Macular degeneration	LUTEIN	61	5
5	Female	45-54	12/30/2018	5	Postmenopausal conditions	MACA	116	5
5	Female	45-54	12/26/2018	5	Idiopathic asthenozoospermia	MACA	116	5
1	Female	25-34	11/17/2018	1	Infertility	MACA	116	1
5	Female	45-54	9/30/2018	4	General Health & Wellness	MACA	116	4
5	Male	45-54	5/9/2018	5	General Health & Wellness	MACA	116	5
3	Female	45-54	4/20/2018	4	General Health & Wellness	MACA	116	5
3	Female	25-34	12/1/2017	1	General Health & Wellness	MACA	116	3
4	Male	65-74	8/14/2017	4	Sexual dysfunction	MACA	116	4
5	Female	55-64	4/24/2017	5	Postmenopausal conditions	MACA	116	5
5	Female	19-24	4/11/2017	1	Other	MACA	116	5
4	Male	45-54	3/3/2017	5	Sexual dysfunction	MACA	116	4
5	Female	25-34	1/17/2017	4	Sexual desire	MACA	116	4
5	Female	55-64	12/8/2016	1	Postmenopausal conditions	MACA	116	1
5	Male	35-44	9/22/2016	4	Sexual desire	MACA	116	4
5	Female	25-34	8/31/2016	5	Other	MACA	116	5
5	Male	13-18	8/1/2016	5	Sexual desire	MACA	116	5
4	Female	25-34	5/28/2016	5	Infertility	MACA	116	4
5	Male	35-44	1/8/2016	5	General Health & Wellness	MACA	116	5
5	Female	65-74	1/4/2016	1	General Health & Wellness	MACA	116	1
5	Male	45-54	10/23/2015	3	Sexual desire	MACA	116	3
5	Female	35-44	10/9/2015	5	Infertility	MACA	116	5
4	Female	45-54	10/7/2015	1	General Health & Wellness	MACA	116	1
5	Female	35-44	10/5/2015	5	Other	MACA	116	5
5	Female	55-64	9/24/2015	5	General Health & Wellness	MACA	116	5
5	Male	25-34	9/19/2015	4	Sexual desire	MACA	116	3
5	Female	55-64	9/18/2015	5	Other	MACA	116	5
5	Female	65-74	6/14/2015	5	General Health & Wellness	MACA	116	5
5	Female	55-64	6/1/2015	5	General Health & Wellness	MACA	116	4
5	Female	35-44	5/27/2015	5	Sexual desire	MACA	116	5
5	Female	55-64	5/22/2015	4	Other	MACA	116	4
5	Female	45-54	5/12/2015	4	Sexual desire	MACA	116	5
5	Female	45-54	5/10/2015	5	Other	MACA	116	5
4	Female	45-54	4/15/2015	5	Other	MACA	116	4
3	Female	55-64	4/7/2015	1	Other	MACA	116	1
5	Female	45-54	4/7/2015	5	Other	MACA	116	5
5	Female	45-54	4/2/2015	5	Other	MACA	116	5
5	Female	55-64	4/2/2015	5	Other	MACA	116	5
5	Female	35-44	3/25/2015	5	General Health & Wellness	MACA	116	5
5	Male	19-24	3/21/2015	4	Sexual desire	MACA	116	4
5	Female	45-54	3/20/2015	5	Other	MACA	116	4
5	Female	19-24	3/15/2015	5	General Health & Wellness	MACA	116	5
4	Female	25-34	3/11/2015	3	Other	MACA	116	5
5	Male	45-54	3/2/2015	5	Infertility	MACA	116	4
5	Male	45-54	1/29/2015	4	Male infertility	MACA	116	3
5	Male	35-44	1/26/2015	5	Sexual desire	MACA	116	5
5	Male	35-44	1/23/2015	4	Other	MACA	116	3
5	Female	45-54	1/10/2015	5	Other	MACA	116	5
1	Female	35-44	1/4/2015	1	Infertility	MACA	116	1
5	Female	25-34	12/3/2014	3	Infertility	MACA	116	3
5	Female	45-54	11/3/2014	5	General Health & Wellness	MACA	116	5
5	Female	35-44	10/26/2014	5	Other	MACA	116	5
4	Male	65-74	10/22/2014	1	General Health & Wellness	MACA	116	2
5	Male	55-64	10/17/2014	5	Sexual desire	MACA	116	5
5	Female	45-54	10/14/2014	5	Other	MACA	116	5
5	Female	45-54	10/11/2014	5	Other	MACA	116	5
5	Male	65-74	10/9/2014	5	General Health & Wellness	MACA	116	5
5	Male	55-64	10/8/2014	5	Sexual desire	MACA	116	5
5	Female	45-54	10/5/2014	5	General Health & Wellness	MACA	116	5
5	Female	45-54	10/3/2014	5	Other	MACA	116	5
5	Male	45-54	8/23/2014	4	General Health & Wellness	MACA	116	3
5	Female	45-54	8/19/2014	5	Other	MACA	116	5
4	Female	45-54	7/13/2014	1	Other	MACA	116	1
5	Female	35-44	6/21/2014	1	Infertility	MACA	116	1
4	Female	35-44	6/19/2014	4	Sexual desire	MACA	116	5
5	Female	45-54	5/16/2014	5	General Health & Wellness	MACA	116	5
5	Female	45-54	4/21/2014	5	General Health & Wellness	MACA	116	5
5	Female	35-44	4/7/2014	1	General Health & Wellness	MACA	116	2
5	Female	45-54	3/21/2014	5	Sexual desire	MACA	116	5
5	Male	25-34	2/5/2014	5	Sexual desire	MACA	116	5
3	Female	35-44	1/31/2014	5	General Health & Wellness	MACA	116	5
5	Female	45-54	1/24/2014	4	General Health & Wellness	MACA	116	4
5	Male	65-74	1/22/2014	5	Sexual desire	MACA	116	4
5	Male	55-64	1/12/2014	3	Sexual desire	MACA	116	4
5	Male	35-44	10/30/2013	5	Sexual desire	MACA	116	4
5	Female	55-64	10/21/2013	5	Other	MACA	116	5
5	Female	25-34	10/16/2013	5	General Health & Wellness	MACA	116	4
2	Female	55-64	9/3/2013	3	Other	MACA	116	4
4	Female	45-54	8/16/2013	4	Other	MACA	116	4
5	Female	45-54	8/2/2013	1	General Health & Wellness	MACA	116	1
3	Female	55-64	7/26/2013	3	Other	MACA	116	3
4	Female	45-54	6/26/2013	4	Other	MACA	116	3
2	Female	25-34	6/11/2013	1	General Health & Wellness	MACA	116	1
5	Female	19-24	5/21/2013	5	General Health & Wellness	MACA	116	5
5	Female	45-54	4/14/2013	5	Other	MACA	116	5
5	Male	45-54	3/18/2013	5	General Health & Wellness	MACA	116	5
5	Male	55-64	12/7/2012	1	General Health & Wellness	MACA	116	1
5	Female	45-54	11/8/2012	5	Other	MACA	116	5
5	Female	45-54	7/8/2012	5	General Health & Wellness	MACA	116	5
4	Female	25-34	4/10/2012	3	Sexual desire	MACA	116	3
5	Female	45-54	3/9/2011	3	Other	MACA	116	2
5	Male	25-34	1/10/2011	5	Sexual desire	MACA	116	5
3	Male	25-34	3/16/2010	4	Sexual desire	MACA	116	3
3	Male	25-34	3/16/2010	4	Sexual desire	MACA	116	3
3	Male	25-34	3/16/2010	4	Sexual desire	MACA	116	3
3	Male	25-34	3/15/2010	4	Sexual desire	MACA	116	3
3	Male	25-34	3/12/2010	4	Sexual desire	MACA	116	3
3	Female	55-64	3/28/2018	3	General Health & Wellness	MAGNESIUM	285	3
5	Female	55-64	1/30/2018	3	Headache	MAGNESIUM	285	3
4	Female	65-74	11/9/2017	4	Other	MAGNESIUM	285	4
4	Female	55-64	10/30/2017	4	Multiple sclerosis (MS)	MAGNESIUM	285	4
5	Male	45-54	9/28/2017	5	Chronic fatigue syndrome (CFS)	MAGNESIUM	285	5
5	Female	65-74	6/17/2017	5	Leg cramps	MAGNESIUM	285	5
5	Female	65-74	3/19/2017	5	High cholesterol	MAGNESIUM	285	4
5	Female	55-64	2/12/2017	5	Constipation	MAGNESIUM	285	5
5	Female	25-34	1/27/2017	4	Fibromyalgia	MAGNESIUM	285	4
5	Female	55-64	1/18/2017	1	Osteoporosis	MAGNESIUM	285	2
5	Female	55-64	9/20/2016	5	Muscle cramps	MAGNESIUM	285	5
5	Female	65-74	9/13/2016	5	Constipation	MAGNESIUM	285	5
5	Female	55-64	8/28/2016	5	Leg cramps	MAGNESIUM	285	5
5	Female	55-64	8/16/2016	5	Fibromyalgia	MAGNESIUM	285	5
5	Female	25-34	5/3/2016	4	Migraine headache 	MAGNESIUM	285	4
5	Male	55-64	4/12/2016	5	Diabetic neuropathy	MAGNESIUM	285	5
5	Female	45-54	2/15/2016	3	Other	MAGNESIUM	285	3
4	Female	65-74	2/6/2016	4	Coronary artery disease	MAGNESIUM	285	4
1	Male	65-74	12/21/2015	1	"Attention deficit-hyperactivit...
							"	MAGNESIUM	285	1
5	Male	55-64	11/28/2015	5	CAD	MAGNESIUM	285	5
5	Female	45-54	11/24/2015	3	Anxiety	MAGNESIUM	285	5
5	Female	45-54	11/15/2015	5	Constipation	MAGNESIUM	285	5
5	Female	25-34	11/9/2015	5	Fibromyalgia	MAGNESIUM	285	5
5	Male	65-74	10/27/2015	1	General Health & Wellness	MAGNESIUM	285	1
5	Female	55-64	10/9/2015	5	Multiple sclerosis (MS)	MAGNESIUM	285	5
5	Female	65-74	10/2/2015	3	Leg cramps	MAGNESIUM	285	3
5	Female	55-64	8/21/2015	5	Leg cramps	MAGNESIUM	285	5
5	Female	25-34	8/13/2015	5	PMS	MAGNESIUM	285	5
4	Female	35-44	8/3/2015	4	Anxiety	MAGNESIUM	285	4
3	Female	65-74	7/22/2015	2	Leg cramps	MAGNESIUM	285	3
5	Male	55-64	7/17/2015	5	Restless leg syndrome	MAGNESIUM	285	5
5	Female	55-64	7/14/2015	5	Anxiety	MAGNESIUM	285	5
5	Female	55-64	6/12/2015	5	Leg cramps	MAGNESIUM	285	4
5	Female	65-74	6/9/2015	5	Nocturnal leg cramps	MAGNESIUM	285	5
5	Female	55-64	6/2/2015	5	Restless leg syndrome	MAGNESIUM	285	5
5	Female	35-44	5/30/2015	5	Muscle cramps	MAGNESIUM	285	5
3	Female	55-64	5/16/2015	3	Migraine headache 	MAGNESIUM	285	3
5	Female	55-64	5/8/2015	5	Angina	MAGNESIUM	285	5
5	Male	25-34	4/22/2015	5	Fatigue	MAGNESIUM	285	4
5	Female	25-34	4/10/2015	5	Mania	MAGNESIUM	285	5
5	Male	45-54	4/8/2015	5	ADHD	MAGNESIUM	285	5
5	Female	55-64	4/1/2015	5	Other	MAGNESIUM	285	5
5	Female	65-74	3/17/2015	5	Leg cramps	MAGNESIUM	285	5
5	Female	55-64	3/11/2015	5	Other	MAGNESIUM	285	5
5	Male	45-54	3/6/2015	5	Anxiety	MAGNESIUM	285	5
5	Male	55-64	3/1/2015	3	Leg cramps	MAGNESIUM	285	3
5	Female	55-64	3/1/2015	5	Leg cramps	MAGNESIUM	285	5
5	Female	55-64	3/1/2015	5	Constipation	MAGNESIUM	285	5
5	Male	45-54	2/26/2015	5	Anxiety	MAGNESIUM	285	5
4	Male	55-64	2/22/2015	4	Anxiety	MAGNESIUM	285	4
5	Female	55-64	2/21/2015	4	Restless leg syndrome	MAGNESIUM	285	4
5	Female	55-64	2/18/2015	5	Restless leg syndrome	MAGNESIUM	285	5
5	Female	45-54	2/15/2015	5	Constipation	MAGNESIUM	285	5
5	Female	45-54	2/14/2015	5	Anxiety	MAGNESIUM	285	5
4	Female	45-54	2/5/2015	4	Fibromyalgia	MAGNESIUM	285	4
3	Male	35-44	2/4/2015	3	Other	MAGNESIUM	285	3
5	Female	45-54	2/4/2015	5	Migraine headache 	MAGNESIUM	285	5
4	Female	55-64	2/2/2015	4	Pain	MAGNESIUM	285	4
5	Female	65-74	1/27/2015	1	Leg cramps	MAGNESIUM	285	1
5	Male	19-24	1/25/2015	5	Fatigue	MAGNESIUM	285	5
5	Male	55-64	1/17/2015	5	Heart disease	MAGNESIUM	285	5
4	Female	65-74	1/10/2015	4	Muscle cramps	MAGNESIUM	285	4
4	Female	45-54	1/8/2015	4	Other	MAGNESIUM	285	4
5	Female	55-64	1/4/2015	5	Constipation	MAGNESIUM	285	5
4	Female	45-54	1/3/2015	4	Restless leg syndrome	MAGNESIUM	285	3
5	Female	55-64	12/31/2014	5	Fibromyalgia	MAGNESIUM	285	5
5	Female	55-64	12/29/2014	5	Neuropathic pain	MAGNESIUM	285	4
5	Male	65-74	12/9/2014	5	Leg cramps	MAGNESIUM	285	5
3	Female	55-64	11/29/2014	2	Hypertension	MAGNESIUM	285	4
5	Female	25-34	11/24/2014	4	Other	MAGNESIUM	285	4
4	Female	45-54	11/18/2014	4	Constipation	MAGNESIUM	285	5
5	Female	35-44	11/16/2014	5	Migraine headache 	MAGNESIUM	285	4
5	Male	student-tt,	11/10/2014	5	Constipation	MAGNESIUM	285	5
5	Female	45-54	10/29/2014	5	Restless leg syndrome	MAGNESIUM	285	5
5	Female	55-64	10/26/2014	5	Constipation	MAGNESIUM	285	5
4	Male	25-34	10/2/2014	4	Migraine headache 	MAGNESIUM	285	4
5	Female	35-44	9/30/2014	5	Migraine headache 	MAGNESIUM	285	5
5	Female	65-74	9/29/2014	5	Leg cramps	MAGNESIUM	285	5
5	Female	35-44	9/26/2014	2	Constipation	MAGNESIUM	285	5
5	Male	65-74	9/18/2014	5	Leg cramps	MAGNESIUM	285	5
5	Female	35-44	8/15/2014	5	Migraine headache 	MAGNESIUM	285	5
1	Female	55-64	7/21/2014	1	General Health & Wellness	MAGNESIUM	285	1
4	Female	45-54	7/21/2014	4	Arrhythmia	MAGNESIUM	285	5
3	Female	45-54	5/29/2014	3	Nocturnal leg cramps	MAGNESIUM	285	3
5	Female	65-74	5/28/2014	3	Other	MAGNESIUM	285	3
5	Male	45-54	5/21/2014	5	Arrhythmia	MAGNESIUM	285	5
5	Female	45-54	5/21/2014	5	Anxiety	MAGNESIUM	285	5
5	Female	65-74	5/14/2014	5	Constipation	MAGNESIUM	285	5
5	Male	55-64	5/6/2014	4	Constipation	MAGNESIUM	285	4
5	Female	25-34	5/1/2014	5	Restless leg syndrome	MAGNESIUM	285	5
2	Female	65-74	4/29/2014	1	Fatigue	MAGNESIUM	285	3
5	Female	65-74	4/2/2014	5	High blood pressure	MAGNESIUM	285	5
5	Female	65-74	3/12/2014	5	Pain	MAGNESIUM	285	4
5	Male	55-64	3/8/2014	5	Restless leg syndrome	MAGNESIUM	285	4
5	Female	55-64	3/7/2014	5	General Health & Wellness	MAGNESIUM	285	5
5	Female	55-64	2/28/2014	5	Fibromyalgia	MAGNESIUM	285	5
5	Female	45-54	2/14/2014	5	Anxiety	MAGNESIUM	285	5
4	Female	45-54	2/11/2014	5	Osteoporosis	MAGNESIUM	285	4
